,Applied during year,Country / territory of asylum/residence,Origin,Otherwise closed,RSD procedure type / level,Rejected,Tota pending start-year,Total decisions,Total pending end-year,Year,of which UNHCR-assisted,statistics.filter.decisions_other,statistics.filter.decisions_recognized
108396,,Belgium,Argentina,,G / JR,,,,,2015,0,,
108397,,Belgium,Argentina,,G / RA,,,,,2015,,,
108398,1,Belgium,Argentina,0,G / FI,0,0,,1,2015,0,0,0
108399,6,Brazil,Argentina,,G / FI,0,1,,7,2015,1,,0
108400,4,Canada,Argentina,,G / AR,4,0,4,0,2015,,,0
108401,11,Canada,Argentina,2,G / FI,7,4,9,6,2015,,,
108402,0,Switzerland,Argentina,,G / FI,,,,,2015,,,
108403,,Chile,Argentina,,G / FI,,1,,1,2015,0,,
108404,2,Costa Rica,Argentina,,G / FI,,0,,2,2015,2,,
108405,1,Germany,Argentina,0,G / NA,0,3,,4,2015,0,0,0
108406,2,Germany,Argentina,1,G / RA,0,1,1,2,2015,,0,0
108407,2,Spain,Argentina,,G / FI,,1,,,2015,,,
108408,1,France,Argentina,0,G / AR,0,0,,1,2015,,0,0
108409,1,France,Argentina,,G / FI,1,1,1,0,2015,,0,0
108410,0,France,Argentina,,G / RA,,,,,2015,,,
108411,0,United Kingdom,Argentina,0,G / AR,0,,,,2015,,,0
108412,0,United Kingdom,Argentina,0,G / RA,0,,,,2015,,0,0
108413,0,United Kingdom,Argentina,0,G / FI,4,1,4,0,2015,,0,0
108414,3,Hungary,Argentina,,G / RA,,,,,2015,,,
108415,,Israel,Argentina,,G / FA,,,,,2015,,,
108416,2,Italy,Argentina,,G / FI,3,1,3,1,2015,,,
108417,,Luxembourg,Argentina,,G / AR,,,,,2015,0,,
108418,0,Latvia,Argentina,0,G / FI,0,0,,0,2015,0,0,0
108419,1,Mexico,Argentina,1,G / FI,0,0,1,0,2015,,0,0
108420,0,Norway,Argentina,0,G / AR,1,0,1,0,2015,0,0,0
108421,0,Norway,Argentina,0,G / RA,1,0,1,0,2015,0,0,0
108422,7,Australia,Argentina,1,G / FI,0,0,1,6,2015,0,,0
108423,103,United States of America,Armenia,131,G / EO,15,471,172,560,2015,,,26
108424,194,United States of America,Armenia,37,G / IN,3,162,71,294,2015,,,31
108425,33,Poland,Armenia,,G / RA,,,,,2015,,,
108426,162,Poland,Armenia,146,G / FI,43,44,190,60,2015,,1,
108427,,Romania,Armenia,,G / JR,,1,,,2015,,,
108428,0,Romania,Armenia,,G / FI,2,0,2,1,2015,1,,
108429,7,Russian Federation,Armenia,0,G / FI,6,2,6,3,2015,3,0,0
108430,5,Russian Federation,Armenia,0,G / TA,6,5,7,3,2015,3,1,0
108431,13,Serbia and Kosovo (S/RES/1244 (1999)),Armenia,13,G / FI,,,13,0,2015,,,
108432,3,Slovakia,Armenia,,G / RA,,,,,2015,,,
108433,133,Sweden,Armenia,30,G / AR,136,94,182,46,2015,0,16,0
108434,88,Sweden,Armenia,18,G / RA,18,19,49,77,2015,0,13,0
108435,220,Sweden,Armenia,51,G / FI,106,209,182,267,2015,0,25,0
108436,12,Ukraine,Armenia,2,G / FI,2,12,4,20,2015,13,0,0
108437,0,Ukraine,Armenia,0,G / JR,0,14,3,11,2015,3,,3
108438,229,Austria,Armenia,25,G / FA,145,647,206,657,2015,0,14,22
108439,75,Austria,Armenia,,G / RA,,,,,2015,,,
108440,158,Belgium,Armenia,106,G / RA,,,106,,2015,,,
108441,119,Belgium,Armenia,12,G / FI,134,104,169,108,2015,0,9,14
108442,89,Belgium,Armenia,22,G / JR,71,,96,19,2015,0,,3
108443,15,Bulgaria,Armenia,,G / RA,,,,,2015,,,
108444,2,Bulgaria,Armenia,2,G / FI,6,20,8,24,2015,24,,
108445,5,Bosnia and Herzegovina,Armenia,,G / FI,,,,5,2015,5,,
108446,4,Belarus,Armenia,0,G / JR,4,0,4,0,2015,0,0,0
108447,4,Belarus,Armenia,0,G / FI,4,0,4,0,2015,0,0,0
108448,1,Brazil,Armenia,,G / FI,0,1,,2,2015,1,,0
108449,7,Canada,Armenia,1,G / AR,6,1,7,1,2015,,,0
108450,5,Canada,Armenia,,G / FI,4,1,4,2,2015,,,
108451,43,Switzerland,Armenia,5,G / FI,58,108,85,87,2015,0,22,0
108452,0,Costa Rica,Armenia,,G / FI,,1,,1,2015,1,,
108453,3,Cyprus,Armenia,,G / FI,,9,3,9,2015,,,3
108454,2,Cyprus,Armenia,,G / RA,,,,2,2015,,,
108455,,Cyprus,Armenia,1,G / AR,,2,1,1,2015,,,
108456,31,Czech Rep.,Armenia,25,G / FI,17,19,46,24,2015,0,,4
108457,13,Czech Rep.,Armenia,,G / RA,,,,,2015,,,
108458,1965,Germany,Armenia,300,G / NA,263,2516,615,3909,2015,0,34,18
108459,195,Germany,Armenia,66,G / RA,5,173,78,317,2015,,4,3
108460,,Germany,Armenia,266,G / JR,145,649,453,449,2015,0,27,15
108461,45,Denmark,Armenia,,G / FI,61,31,66,32,2015,0,1,4
108462,59,Denmark,Armenia,,G / AR,43,22,48,31,2015,0,1,4
108463,35,Spain,Armenia,,G / FI,10,10,11,45,2015,,,1
108464,8,Estonia,Armenia,0,G / FI,4,0,4,0,2015,0,0,0
108465,0,Finland,Armenia,0,G / RA,3,,3,0,2015,0,0,0
108466,2,Finland,Armenia,0,G / FI,1,4,1,2,2015,0,0,0
108467,266,France,Armenia,,G / RA,,,,,2015,,,
108468,1388,France,Armenia,,G / FI,1087,529,1145,695,2015,,20,38
108469,756,France,Armenia,217,G / AR,1076,732,1377,539,2015,,63,21
108470,1,United Kingdom,Armenia,0,G / RA,0,,,,2015,,0,0
108471,28,United Kingdom,Armenia,3,G / FI,42,27,52,19,2015,,0,7
108472,17,United Kingdom,Armenia,2,G / AR,5,,8,,2015,,,1
108473,1,Georgia,Armenia,,G / JR,,0,,1,2015,0,,
108474,9,Georgia,Armenia,3,G / FI,9,3,12,0,2015,0,,
108475,26,Greece,Armenia,4,G / FI,27,8,31,7,2015,,,
108476,3,Greece,Armenia,,G / RA,,,,,2015,,,
108477,23,Greece,Armenia,2,G / AR,19,10,21,11,2015,,,
108478,3,Hungary,Armenia,3,G / FI,2,1,5,0,2015,0,,
108479,2,Hungary,Armenia,,G / RA,,,,,2015,,,
108480,0,Ireland,Armenia,0,G / SP,4,6,4,2,2015,0,,0
108481,2,Iceland,Armenia,0,G / FI,2,0,2,0,2015,0,0,0
108482,38,Italy,Armenia,,G / FI,24,52,73,29,2015,,36,13
108483,0,Jordan,Armenia,0,U / FI,0,1,,1,2015,1,0,0
108484,1,Rep. of Korea,Armenia,,G / FA,,,,1,2015,0,,
108485,1,Liechtenstein,Armenia,5,G / FI,4,8,9,0,2015,0,,
108486,3,Lithuania,Armenia,2,G / FI,1,0,3,0,2015,0,0,0
108487,1,Luxembourg,Armenia,1,G / FI,,5,1,5,2015,0,,
108488,,Luxembourg,Armenia,,G / RA,,,,,2015,0,,
108489,,Luxembourg,Armenia,,G / AR,,,,,2015,0,,
108490,0,Latvia,Armenia,1,G / FI,4,5,5,0,2015,0,0,0
108491,8,Rep. of Moldova,Armenia,2,G / FI,3,1,6,3,2015,3,1,
108492,1,Rep. of Moldova,Armenia,,G / JR,1,,1,0,2015,0,,
108493,6,Montenegro,Armenia,6,G / FA,0,0,6,0,2015,0,0,0
108494,76,Netherlands,Armenia,14,G / FI,73,67,95,57,2015,,1,7
108495,51,Netherlands,Armenia,,G / RA,35,14,36,8,2015,,,1
108496,1,Norway,Armenia,0,G / RA,0,0,,0,2015,0,0,0
108497,17,Norway,Armenia,0,G / AR,13,8,13,8,2015,0,0,0
108498,19,Norway,Armenia,6,G / FI,15,7,21,4,2015,0,0,0
108499,,Albania,Armenia,,G / FI,,1,,1,2015,1,,
108500,20,Argentina,Armenia,6,G / FI,9,30,15,35,2015,9,,
108501,0,Australia,Armenia,2,G / FI,0,0,2,0,2015,0,,0
108502,3,United States of America,Antigua and Barbuda,0,G / IN,0,,,3,2015,,,
108503,,United States of America,Antigua and Barbuda,,G / EO,,9,,,2015,,,
108504,1,Serbia and Kosovo (S/RES/1244 (1999)),Antigua and Barbuda,1,G / FI,,,1,0,2015,,,
108505,2,Canada,Antigua and Barbuda,,G / AR,2,0,2,0,2015,,,0
108506,14,Canada,Antigua and Barbuda,1,G / FI,2,6,13,7,2015,,,10
108507,1,France,Antigua and Barbuda,,G / FI,1,0,1,0,2015,,0,0
108508,0,France,Antigua and Barbuda,,G / RA,,,,,2015,,,
108509,0,United Kingdom,Antigua and Barbuda,0,G / RA,0,,,,2015,,0,0
108510,1,United Kingdom,Antigua and Barbuda,0,G / FI,2,2,2,2,2015,,0,0
108511,1,United Kingdom,Antigua and Barbuda,0,G / AR,0,,,,2015,,,0
108512,0,Hungary,Antigua and Barbuda,,G / RA,,,,,2015,,,
108513,,Italy,Antigua and Barbuda,,G / FI,,,,,2015,,,
108514,0,Latvia,Antigua and Barbuda,0,G / FI,0,0,,0,2015,0,0,0
108515,,United States of America,Australia,1,G / IN,0,1,2,,2015,,,1
108516,,United States of America,Australia,,G / EO,,,,,2015,,,
108517,1,Serbia and Kosovo (S/RES/1244 (1999)),Australia,1,G / FI,,,1,0,2015,,,
108518,1,Sweden,Australia,1,G / FI,0,0,1,0,2015,0,0,0
108519,,Austria,Australia,,G / FA,,1,,1,2015,0,,
108520,,Bulgaria,Australia,,G / FI,,,,,2015,,,
108521,,Canada,Australia,,G / AR,,1,,,2015,,,
108522,0,Switzerland,Australia,,G / FI,,,,,2015,,,
108523,1,Costa Rica,Australia,,G / FI,,0,,1,2015,1,,
108524,0,Germany,Australia,0,G / NA,0,0,1,0,2015,0,1,0
108525,0,Germany,Australia,0,G / RA,0,0,,0,2015,,0,0
108526,1,France,Australia,,G / FI,1,0,1,0,2015,,0,0
108527,0,France,Australia,,G / RA,,,,,2015,,,
108528,0,United Kingdom,Australia,0,G / RA,0,,,,2015,,0,0
108529,0,United Kingdom,Australia,0,G / AR,1,,1,,2015,,,0
108530,4,United Kingdom,Australia,4,G / FI,2,2,6,1,2015,,0,0
108531,,Italy,Australia,,G / FI,,1,1,,2015,,1,
108532,,Luxembourg,Australia,,G / AR,,,,,2015,0,,
108533,0,Latvia,Australia,0,G / FI,0,0,,0,2015,0,0,0
108534,1,Netherlands,Australia,,G / FI,1,,1,1,2015,,,
108535,1,United States of America,Austria,0,G / IN,0,2,,3,2015,,,
108536,,United States of America,Austria,,G / EO,,,,,2015,,,
108537,0,Canada,Austria,,G / FI,1,1,1,0,2015,,,
108538,1,Canada,Austria,,G / AR,0,0,,1,2015,,,0
108539,,Germany,Austria,,G / JR,,1,,0,2015,0,,
108540,1,Spain,Austria,,G / FI,,,,,2015,,,
108541,0,United Kingdom,Austria,0,G / FI,0,0,,0,2015,,0,0
108542,0,United Kingdom,Austria,0,G / AR,0,,,,2015,,,0
108543,0,United Kingdom,Austria,0,G / RA,0,,,,2015,,0,0
108544,,Luxembourg,Austria,,G / AR,,,,,2015,0,,
108545,0,Latvia,Austria,0,G / FI,0,0,,0,2015,0,0,0
108546,1,Rep. of Moldova,Austria,1,G / FI,,,1,0,2015,0,,
108547,,Argentina,Austria,,G / FI,,0,,0,2015,0,,
108548,61,United States of America,Azerbaijan,14,G / IN,0,83,24,119,2015,,,10
108549,7,United States of America,Azerbaijan,9,G / EO,,76,20,93,2015,,,11
108550,1,Poland,Azerbaijan,,G / RA,,,,,2015,,,
108551,16,Poland,Azerbaijan,12,G / FI,3,,15,2,2015,,,
108552,0,Romania,Azerbaijan,,G / FI,,1,,1,2015,0,,
108553,14,Russian Federation,Azerbaijan,0,G / TA,5,1,13,2,2015,2,8,0
108554,6,Russian Federation,Azerbaijan,0,G / FI,4,2,6,2,2015,2,0,2
108555,2,Serbia and Kosovo (S/RES/1244 (1999)),Azerbaijan,2,G / FI,,,2,0,2015,,,
108556,313,Sweden,Azerbaijan,71,G / FI,66,295,170,373,2015,0,16,17
108557,126,Sweden,Azerbaijan,22,G / RA,12,35,44,147,2015,0,8,2
108558,85,Sweden,Azerbaijan,15,G / AR,85,78,117,52,2015,0,10,7
108559,,Syrian Arab Rep.,Azerbaijan,1,U / RA,1,2,2,0,2015,0,,
108560,15,Ukraine,Azerbaijan,2,G / JR,3,28,7,36,2015,9,,2
108561,1,Ukraine,Azerbaijan,2,G / FI,4,18,6,13,2015,13,0,0
108562,5,Ukraine,Azerbaijan,0,U / FI,0,0,,5,2015,5,,0
108563,1,Uruguay,Azerbaijan,0,G / FI,0,1,,2,2015,2,0,0
108564,14,Austria,Azerbaijan,,G / RA,,,,,2015,,,
108565,43,Austria,Azerbaijan,17,G / FA,24,182,57,165,2015,0,5,11
108566,23,Belgium,Azerbaijan,7,G / FI,19,32,56,13,2015,0,0,30
108567,32,Belgium,Azerbaijan,23,G / RA,,,23,,2015,,,
108568,19,Belgium,Azerbaijan,6,G / JR,18,,24,5,2015,0,,
108569,1,Bulgaria,Azerbaijan,,G / RA,,,,,2015,,,
108570,,Bulgaria,Azerbaijan,,G / FI,6,5,6,5,2015,5,,
108571,2,Belarus,Azerbaijan,0,G / FI,1,0,1,1,2015,0,0,0
108572,1,Belarus,Azerbaijan,0,G / JR,1,0,1,0,2015,0,0,0
108573,1,Canada,Azerbaijan,,G / AR,1,0,1,0,2015,,,0
108574,16,Canada,Azerbaijan,,G / FI,2,4,7,20,2015,,,5
108575,0,Switzerland,Azerbaijan,,G / FI,,,,,2015,,,
108576,2,Czech Rep.,Azerbaijan,,G / RA,,,,,2015,,,
108577,4,Czech Rep.,Azerbaijan,2,G / FI,,1,5,5,2015,0,,3
108578,1335,Germany,Azerbaijan,127,G / NA,160,1632,353,2618,2015,0,24,42
108579,162,Germany,Azerbaijan,27,G / RA,5,165,37,299,2015,,4,1
108580,,Germany,Azerbaijan,114,G / JR,153,582,298,273,2015,0,20,11
108581,12,Denmark,Azerbaijan,,G / AR,16,9,19,1,2015,0,0,3
108582,18,Denmark,Azerbaijan,,G / FI,11,8,11,15,2015,0,0,0
108583,3,Spain,Azerbaijan,,G / FI,,2,,,2015,,,
108584,1,Estonia,Azerbaijan,1,G / FI,0,0,1,0,2015,0,0,0
108585,29,Finland,Azerbaijan,13,G / FI,4,10,29,13,2015,0,4,8
108586,65,France,Azerbaijan,,G / RA,,,,,2015,,,
108587,421,France,Azerbaijan,43,G / AR,412,373,574,333,2015,,13,106
108588,555,France,Azerbaijan,,G / FI,624,773,706,455,2015,,7,75
108589,3,United Kingdom,Azerbaijan,0,G / RA,0,,,,2015,,0,0
108590,25,United Kingdom,Azerbaijan,0,G / FI,19,17,24,30,2015,,0,5
108591,7,United Kingdom,Azerbaijan,0,G / AR,4,,5,,2015,,,1
108592,8,Georgia,Azerbaijan,6,G / FI,5,6,11,3,2015,3,,
108593,1,Georgia,Azerbaijan,,G / JR,,0,,1,2015,0,,
108594,2,Greece,Azerbaijan,,G / AR,1,,1,1,2015,,,
108595,3,Greece,Azerbaijan,,G / FI,3,,3,,2015,,,
108596,5,Croatia,Azerbaijan,,G / FI,1,1,6,0,2015,,,5
108597,1,Croatia,Azerbaijan,,G / JR,,,,1,2015,1,,
108598,5,Hungary,Azerbaijan,3,G / FI,1,2,6,1,2015,0,,2
108599,4,Hungary,Azerbaijan,,G / RA,,,,,2015,,,
108600,2,Ireland,Azerbaijan,0,G / AR,0,1,2,1,2015,0,,2
108601,0,Iceland,Azerbaijan,0,G / FI,4,4,4,0,2015,0,0,0
108602,11,Italy,Azerbaijan,1,G / FI,3,4,6,8,2015,,,2
108603,1,Lebanon,Azerbaijan,,U / FI,,0,,1,2015,1,,
108604,16,Lithuania,Azerbaijan,5,G / FI,3,3,8,11,2015,0,0,0
108605,1,Luxembourg,Azerbaijan,,G / FI,10,9,10,2,2015,0,,0
108606,,Luxembourg,Azerbaijan,,G / RA,,,,,2015,0,,
108607,10,Luxembourg,Azerbaijan,,G / AR,5,5,5,10,2015,0,,
108608,5,Luxembourg,Azerbaijan,,G / JR,3,,3,2,2015,0,,
108609,5,Latvia,Azerbaijan,5,G / FI,0,0,5,0,2015,0,0,0
108610,2,Rep. of Moldova,Azerbaijan,2,G / FI,,,2,0,2015,0,,
108611,1,Nicaragua,Azerbaijan,0,G / FI,,,,1,2015,0,,0
108612,35,Netherlands,Azerbaijan,,G / RA,31,25,31,8,2015,,,
108613,33,Netherlands,Azerbaijan,2,G / FI,29,40,46,27,2015,,,15
108614,8,Norway,Azerbaijan,1,G / RA,5,0,6,3,2015,0,0,0
108615,29,Norway,Azerbaijan,20,G / FI,6,6,32,5,2015,0,0,6
108616,19,Norway,Azerbaijan,4,G / AR,18,6,22,3,2015,0,0,0
108617,,Albania,Azerbaijan,5,G / FI,,5,5,0,2015,0,,
108618,4,Armenia,Azerbaijan,1,G / FI,1,,2,2,2015,2,,
108619,8,Australia,Azerbaijan,0,G / FI,0,3,,8,2015,0,,0
108620,1034,Zambia,Burundi,0,G / FI,2,57,492,599,2015,599,0,490
108621,48,Zimbabwe,Burundi,16,G / FI,9,65,48,17,2015,17,23,
108622,193,United States of America,Burundi,55,G / IN,1,312,125,397,2015,,,69
108623,9,United States of America,Burundi,7,G / EO,15,122,46,160,2015,,,24
108624,198,South Africa,Burundi,16,G / AR,43,662,63,797,2015,80,,4
108625,1151,South Africa,Burundi,,G / FI,963,696,969,878,2015,88,,6
108626,8,Philippines,Burundi,,G / FI,,,,8,2015,0,,
108627,1,Romania,Burundi,,G / FI,,0,,1,2015,0,,
108628,70,Rwanda,Burundi,,G / FI,,40,6,104,2015,104,,6
108629,6,Sudan,Burundi,0,U / FI,0,0,,6,2015,6,0,0
108630,3,Sudan,Burundi,0,G / FI,0,0,,3,2015,3,0,0
108631,7,Senegal,Burundi,,G / FA,,13,,20,2015,20,,
108632,17,Serbia and Kosovo (S/RES/1244 (1999)),Burundi,17,G / FI,,,17,0,2015,,,
108633,382,South Sudan,Burundi,5,U / FI,,0,5,377,2015,377,,0
108634,71,Sweden,Burundi,9,G / FI,1,12,15,63,2015,0,0,5
108635,7,Sweden,Burundi,2,G / AR,6,3,9,1,2015,0,0,1
108636,3,Sweden,Burundi,0,G / RA,2,2,4,4,2015,0,2,0
108637,29,Swaziland,Burundi,12,G / FI,,37,27,39,2015,7,,15
108638,9,Turkey,Burundi,1,U / FI,,2,1,10,2015,10,,
108639,92,United Rep. of Tanzania,Burundi,0,G / FI,36,41,37,96,2015,96,0,1
108640,9945,Uganda,Burundi,0,G / FA,175,2464,8112,4297,2015,4297,0,7937
108641,0,Ukraine,Burundi,0,G / JR,0,7,,7,2015,0,,0
108642,2,Austria,Burundi,,G / FA,,5,5,3,2015,0,1,4
108643,61,Belgium,Burundi,5,G / RA,,,5,,2015,,,
108644,28,Belgium,Burundi,17,G / JR,27,,44,33,2015,0,,
108645,255,Belgium,Burundi,1,G / FI,23,62,140,226,2015,0,4,112
108646,1,Burkina Faso,Burundi,,J / FI,,0,1,0,2015,0,,1
108647,15,Brazil,Burundi,,G / FI,0,5,4,16,2015,13,,4
108648,21,Botswana,Burundi,,G / FI,23,12,23,10,2015,10,,
108649,14,Canada,Burundi,3,G / AR,5,5,14,6,2015,,,6
108650,248,Canada,Burundi,2,G / FI,37,44,151,180,2015,,,112
108651,15,Switzerland,Burundi,0,G / FI,9,7,11,11,2015,0,1,1
108652,7,China,Burundi,1,U / FI,,2,1,8,2015,8,,
108653,2,Côte d'Ivoire,Burundi,,J / FA,,,2,0,2015,,,2
108654,6,Cameroon,Burundi,,U / RA,,,,6,2015,6,,
108655,8,Cameroon,Burundi,2,U / FI,,2,2,8,2015,8,,
108656,,Cameroon,Burundi,,U / AR,2,2,2,0,2015,0,,
108657,68,Dem. Rep. of the Congo,Burundi,3,G / FI,4,542,281,329,2015,329,0,274
108658,4,Congo,Burundi,12,G / FA,,17,12,9,2015,9,,
108659,1,Cyprus,Burundi,,G / FI,,,,1,2015,,,
108660,2,Germany,Burundi,1,G / RA,0,,1,2,2015,,0,0
108661,5,Germany,Burundi,0,G / NA,3,9,5,8,2015,0,2,0
108662,,Germany,Burundi,5,G / JR,,13,9,4,2015,0,2,2
108663,,Djibouti,Burundi,,G / FI,,2,,2,2015,2,,
108664,2,Denmark,Burundi,,G / AR,3,1,3,0,2015,0,0,0
108665,3,Denmark,Burundi,,G / FI,2,0,2,2,2015,0,0,0
108666,2,Algeria,Burundi,1,U / FI,1,,2,0,2015,,,
108667,17,Egypt,Burundi,1,U / FI,,3,2,18,2015,18,1,0
108668,,Egypt,Burundi,,U / AR,,1,,1,2015,1,,
108669,1,Egypt,Burundi,,U / RA,,,,1,2015,1,,
108670,21,Ethiopia,Burundi,4,J / FI,4,44,9,56,2015,56,,1
108671,4,Finland,Burundi,2,G / FI,1,2,3,3,2015,0,0,0
108672,1,Finland,Burundi,1,G / RA,0,,1,0,2015,0,0,0
108673,2,France,Burundi,2,G / AR,4,7,7,7,2015,,0,1
108674,80,France,Burundi,,G / FI,8,13,21,75,2015,,1,12
108675,3,France,Burundi,,G / RA,,,,,2015,,,
108676,,Gabon,Burundi,,G / FA,,5,,5,2015,5,,
108677,19,United Kingdom,Burundi,0,G / FI,8,14,12,20,2015,,0,4
108678,6,United Kingdom,Burundi,2,G / AR,4,,6,,2015,,,0
108679,0,United Kingdom,Burundi,0,G / RA,0,,,,2015,,0,0
108680,13,Ghana,Burundi,,G / FI,,,,13,2015,13,,
108681,,Guinea-Bissau,Burundi,,G / FI,,1,,1,2015,1,,
108682,2,Greece,Burundi,,G / FI,2,1,2,2,2015,,,
108683,2,Greece,Burundi,,G / AR,2,1,2,1,2015,,,
108684,1,Greece,Burundi,,G / RA,,,,,2015,,,
108685,2,China HK,Burundi,,U / FI,,0,,2,2015,0,,
108686,8,Hungary,Burundi,6,G / FI,,0,6,2,2015,0,,
108687,8,Hungary,Burundi,,G / RA,,,,,2015,,,
108688,1,India,Burundi,0,U / FI,0,0,,1,2015,1,0,0
108689,0,Ireland,Burundi,0,G / AR,1,2,1,1,2015,0,,0
108690,1,Ireland,Burundi,0,G / SP,1,2,3,0,2015,0,,2
108691,3,Ireland,Burundi,0,G / FI,2,0,2,1,2015,0,,0
108692,7,Italy,Burundi,,G / FI,1,3,3,8,2015,,2,
108693,3,Japan,Burundi,,G / FI,,,,3,2015,0,,
108694,30,Kenya,Burundi,8,J / AR,,90,8,112,2015,112,,
108695,2151,Kenya,Burundi,433,J / FI,3,5820,619,7352,2015,7352,5,178
108696,7,Rep. of Korea,Burundi,,G / FA,1,12,4,15,2015,10,2,1
108697,1,Luxembourg,Burundi,1,G / FI,,4,1,4,2015,0,,
108698,,Luxembourg,Burundi,,G / RA,,,,,2015,0,,
108699,,Luxembourg,Burundi,,G / AR,,,,,2015,0,,
108700,0,Latvia,Burundi,0,G / FI,0,0,,0,2015,0,0,0
108701,1,Morocco,Burundi,0,U / FI,0,0,1,0,2015,0,0,1
108702,2,Mali,Burundi,,G / FI,,0,2,0,2015,,,2
108703,1586,Mozambique,Burundi,473,G / FI,,3722,473,4835,2015,3422,,
108704,54,Malawi,Burundi,15,G / AR,0,869,15,908,2015,908,0,0
108705,1246,Malawi,Burundi,0,G / FI,26,3224,198,4272,2015,4272,0,172
108706,1,Malaysia,Burundi,1,U / FI,,,1,0,2015,0,,
108707,22,Namibia,Burundi,,G / FI,,58,18,62,2015,52,,18
108708,8,Nigeria,Burundi,,G / FI,,,8,0,2015,0,,8
108709,16,Netherlands,Burundi,,G / RA,14,5,15,5,2015,,,1
108710,23,Netherlands,Burundi,3,G / FI,6,4,12,20,2015,,,3
108711,0,Norway,Burundi,0,G / RA,1,0,1,0,2015,0,0,0
108712,16,Norway,Burundi,0,G / AR,12,21,12,7,2015,0,0,0
108713,13,Norway,Burundi,2,G / FI,2,0,7,8,2015,0,0,3
108714,1,Angola,Burundi,,G / FI,,94,1,94,2015,0,,1
108715,,Argentina,Burundi,,G / FI,,1,,1,2015,0,,
108716,19,Australia,Burundi,0,G / FI,0,19,3,28,2015,0,,3
108717,1,Australia,Burundi,0,G / AR,2,7,4,4,2015,0,,2
108718,,United States of America,Belgium,6,G / EO,,11,6,10,2015,,,
108719,3,United States of America,Belgium,0,G / IN,0,4,,5,2015,,,
108720,0,South Africa,Belgium,1,G / AR,,1,1,0,2015,0,,
108721,1,Serbia and Kosovo (S/RES/1244 (1999)),Belgium,1,G / FI,,,1,0,2015,,,
108722,3,Brazil,Belgium,,G / FI,0,0,,3,2015,0,,0
108723,11,Canada,Belgium,,G / FI,1,0,1,12,2015,,,
108724,0,Germany,Belgium,1,G / RA,0,1,1,0,2015,,0,0
108725,3,Germany,Belgium,1,G / NA,0,0,1,3,2015,0,0,0
108726,,Germany,Belgium,,G / JR,,1,,0,2015,0,,
108727,0,France,Belgium,,G / RA,,,,,2015,,,
108728,1,France,Belgium,0,G / AR,1,0,1,0,2015,,0,0
108729,1,France,Belgium,,G / FI,0,0,,1,2015,,0,0
108730,5,United Kingdom,Belgium,4,G / FI,2,0,6,0,2015,,0,0
108731,0,United Kingdom,Belgium,0,G / AR,0,,,,2015,,,0
108732,0,United Kingdom,Belgium,0,G / RA,0,,,,2015,,0,0
108733,,Luxembourg,Belgium,,G / AR,,,,,2015,0,,
108734,0,Latvia,Belgium,0,G / FI,0,0,,0,2015,0,0,0
108735,0,Malawi,Belgium,0,G / FI,0,1,,1,2015,1,0,0
108736,0,Australia,Belgium,0,G / AR,1,1,1,0,2015,0,,0
108737,0,Australia,Belgium,1,G / FI,0,4,1,0,2015,0,,0
108738,58,United States of America,Benin,9,G / IN,1,26,14,70,2015,,,4
108739,,United States of America,Benin,4,G / EO,,39,10,43,2015,,,6
108740,35,South Africa,Benin,,G / FI,46,23,46,12,2015,1,,
108741,43,South Africa,Benin,4,G / AR,9,9,13,39,2015,4,,
108742,0,Portugal,Benin,0,G / FI,0,1,,1,2015,0,0,0
108743,,Senegal,Benin,,G / FA,,4,,4,2015,4,,
108744,7,Serbia and Kosovo (S/RES/1244 (1999)),Benin,7,G / FI,,,7,0,2015,,,
108745,1,Sweden,Benin,0,G / AR,2,1,2,0,2015,0,0,0
108746,4,Sweden,Benin,0,G / RA,0,0,,4,2015,0,0,0
108747,2,Sweden,Benin,3,G / FI,0,1,3,1,2015,0,0,0
108748,1,Tunisia,Benin,,U / FI,,,1,0,2015,0,,1
108749,,Turkey,Benin,1,U / FI,,2,1,1,2015,1,,
108750,1,Austria,Benin,,G / RA,,,,,2015,,,
108751,26,Austria,Benin,1,G / FA,12,21,13,38,2015,0,,
108752,23,Belgium,Benin,2,G / FI,19,18,23,18,2015,0,0,2
108753,26,Belgium,Benin,9,G / JR,32,,41,5,2015,0,,
108754,16,Belgium,Benin,14,G / RA,,,14,,2015,,,
108755,,Bulgaria,Benin,,G / FI,,,,,2015,,,
108756,82,Brazil,Benin,,G / FI,7,42,7,117,2015,64,,0
108757,5,Canada,Benin,,G / AR,5,4,5,3,2015,,,0
108758,18,Canada,Benin,,G / FI,5,7,20,5,2015,,,15
108759,0,Switzerland,Benin,,G / FI,,,,,2015,,,
108760,1,China,Benin,,U / AR,,,,1,2015,1,,
108761,2,China,Benin,0,U / FI,1,3,1,4,2015,4,,
108762,,Côte d'Ivoire,Benin,,J / FA,,2,,2,2015,2,,
108763,,Cameroon,Benin,1,U / FI,,1,1,0,2015,0,,
108764,1,Dem. Rep. of the Congo,Benin,0,G / FI,0,1,,2,2015,2,0,0
108765,353,Germany,Benin,74,G / NA,21,237,95,495,2015,0,0,0
108766,,Germany,Benin,38,G / JR,9,81,47,61,2015,0,,
108767,15,Germany,Benin,7,G / RA,0,7,8,14,2015,,1,0
108768,4,Denmark,Benin,,G / FI,0,0,,2,2015,0,0,0
108769,0,Denmark,Benin,,G / AR,2,2,2,0,2015,0,0,0
